Name,Make,Model,State,Last Annual Mileage
Diana Stone,Volvo,142E,NY,8342
Angela Garcia,Lotus,Europa,MA,19476
David Simpson,AMC,Javelin,VT,19824
David Simpson,Ford,Pantera,VT,15577
David Payne,Lincoln,Continental,MA,8274
David Payne,Toyota,Corolla,MA,14285
Ricky Lee,Duster,360,NH,9362
Travis Robinson,Fiat,,NY,15879
Gregory Wood,Chrysler,Imperial,CT,11533
Scott Goodman,Porsche,914-2,PA,10124
Cody Cox,Merc,230,NJ,10696
Cody Cox,Honda,Civic,NJ,9451
Reginald Lopez,Mazda,RX4b,NY,17727
Derrick Cantrell,Lincoln,Continental,NJ,18749
Philip Ruiz,AMC,Javelin,ME,13655
Michelle Lee,AMC,Javelin,NJ,13220
Michael Gordon,Volvo,142E,NY,12025
Robert Thomas,Ferrari,Dino,CT,11760
Michael Carson,Toyota,Corolla,MA,18124
Jacqueline Greer,Toyota,Corolla,MA,14755
Kevin Roberson,Toyota,Corona,NJ,17727
Alan Garcia,Duster,360,VT,9551
Pedro Weiss,Camaro,Z28,NY,13417
Kristina Davis,Pontiac,Firebird,NY,13771
Michael Mack,Ferrari,Dino,NJ,13169
Victoria Murray,Dodge,Challenger,NJ,9158
Thomas Barnett,Ford,Pantera,MA,13948
Heidi Garcia,Lincoln,Continental,PA,14557
Tammy Guerra,Ford,Pantera,NY,12330
Tammy Guerra,Duster,360,NY,10572
Mary Sampson,Cadillac,Fleetwood,NJ,15323
Ashley Santiago,Camaro,Z28,NY,12916
Robert Johnson,Chrysler,Imperial,NH,9747
Ariana Buck,Pontiac,Firebird,RI,12697
Ariana Buck,Pontiac,Firebird,RI,12810
Jessica Nguyen,Ferrari,Dino,CT,18760
Bradley Nguyen,Datsun,710,CT,13400
April Arias,Mazda,RX4b,NJ,9748
Cheryl George,Camaro,Z28,ME,10946
Lori Martin,Volvo,142E,NY,10389
Lori Martin,Lincoln,Continental,NY,11346
Nathan Davis,Dodge,Challenger,NJ,11863
Nathan Davis,Pontiac,Firebird,NJ,11640
Andre Sanchez,Ferrari,Dino,NJ,16459
Mark Jenkins,Mazda,RX4,NY,9130
Christopher Wilson,Dodge,Challenger,VT,9368
Catherine Johnson,Duster,360,NJ,17773
Michael Hayes,Lincoln,Continental,NY,18466
Kayla Moore,Pontiac,Firebird,NJ,17858
Kara Graham,Volvo,142E,NH,19414
Christopher Greene,Pontiac,Firebird,NY,16861
Donald Kirk,Lotus,Europa,NJ,18455
Julie Osborne,AMC,Javelin,NY,12258
Julie Osborne,Toyota,Corolla,NY,16772
Janice Williams,Ford,Pantera,MA,12964
Joseph Woods,Volvo,142E,CT,15162
Tracy Patel,Lotus,Europa,NJ,18029
Andrea Mays,Toyota,Corona,NY,10579
Sean Pruitt,Pontiac,Firebird,NJ,9321
Nicole Kelly,Datsun,710,PA,19164
Victoria Garcia,AMC,Javelin,CT,13669
Brett Torres,Volvo,142E,CT,12620
William Mckinney,Fiat,128,NJ,15963
Jerome Haas,Cadillac,Fleetwood,PA,12181
Jerome Haas,Ford,Pantera,PA,10119
Richard Rubio,Ford,Pantera,MA,17529
Nicole Mendoza,Volvo,142E,MA,17234
Xavier Juarez,Ferrari,,NY,12179
Jennifer Ortiz,Ferrari,Dino,PA,13961
Kimberly Walker,Lincoln,Continental,NJ,8116
Bianca Castro,Ford,Pantera,PA,9411
Bradley Hernandez,Chrysler,Imperial,PA,9064
Laura Rose,Volvo,142E,MA,17951
Joseph Brown,Ford,Pantera,MA,14772
Heather Brennan,Maserati,Bora,NJ,11415
Daniel Lewis,Duster,360,NY,18169
Holly Miles,Merc,450SE,PA,13165
Steven Schmitt,Fiat,,MA,11894
Benjamin Peters,Cadillac,Fleetwood,MA,11009
Martin Myers,Datsun,710,ME,8835
Martin Myers,Duster,360,ME,13843
Ashley Clements,Merc,240D,NY,10124
Rachel White,Duster,360,MA,14653
Alan Thomas,Merc,280C,NY,14361
Sara Lewis,Honda,Civic,NY,13372
Sara Lewis,Pontiac,Firebird,NY,19977
Sara Lewis,Datsun,710,NY,11497
Albert Carroll,Volvo,142E,MA,17116
Colleen Hubbard,Dodge,Challenger,NJ,13995
Tara Wheeler,Chrysler,Imperial,NY,13984
Tara Wheeler,Lincoln,Continental,NY,11159
Jennifer Fuller,Lotus,Europa,NY,19058
Edward Goodman,Duster,360,MA,13059
Patricia King,Chrysler,Imperial,MA,19402
Hector Chavez,Ferrari,Dino,NJ,17009
Hector Chavez,Volvo,142E,NJ,11107
Joseph Davis,Honda,Civic,PA,11245
Kathleen Oliver,Datsun,710,NY,17732
James Martinez,Dodge,Challenger,PA,10535
Charles Graves,Ferrari,Dino,NY,14815
Meredith Flores,Hornet,4,NY,9919
Christina Thomas,Merc,450SL,MA,8045
Christina Thomas,Volvo,142E,MA,16776
Patricia Kennedy,Pontiac,Firebird,NJ,16637
Jeff Brown,Duster,360,ME,12704
Deborah Doyle,Lotus,Europa,PA,9076
Deborah Doyle,Toyota,Corona,PA,17928
Shannon Chavez,Ford,Pantera,NY,9388
Katrina Saunders,Pontiac,Firebird,NY,8154
Nicholas Woodard,Hornet,Sportabout,PA,9926
Natalie Patterson,Dodge,Challenger,ME,18992
Alexander Cunningham,Pontiac,Firebird,NJ,12146
Joseph Roberts,Volvo,142E,MA,17366
Jennifer Walker,Ford,Pantera,NY,8910
Nathan Warren,Honda,Civic,CT,18006
Christina Johnson,Toyota,Corolla,PA,9345
Todd Obrien,Merc,450SE,VT,12653
Collin Jones,Fiat,X1-9,PA,9714
Jeremy Mosley,Pontiac,Firebird,RI,12971
Troy Hernandez,Dodge,Challenger,ME,9554
Shannon Vang,Cadillac,Fleetwood,VT,8116
Matthew Mason,Duster,360,MA,12616
Tanner Simpson,Honda,Civic,PA,11137
Daniel Stewart,Volvo,142E,NY,16832
Edward Howell,Camaro,Z28,MA,12101
James Morrison,Duster,360,NY,8381
Autumn Mora,Lincoln,Continental,NJ,11155
Donna Black,Honda,Civic,MA,10317
George Ramirez,Pontiac,Firebird,NY,12159
George Ramirez,Mazda,RX4,NY,9351
George Ramirez,Volvo,142E,NY,18478
David Herring,Datsun,710,NY,14789
William Patel,Datsun,710,NY,14575
Mary Murphy,Dodge,Challenger,ME,8379
Mary Murphy,AMC,Javelin,ME,9759
Brandon Lewis,Toyota,,ME,12187
Brandon Lewis,Chrysler,Imperial,ME,13794
Kristin Olson,AMC,Javelin,VT,19030
Nicole Davis,Cadillac,Fleetwood,NH,12230
Jonathan Garner,Merc,280,PA,14017
Jonathan Garner,Hornet,4,PA,15207
Matthew Simmons,Datsun,710,RI,13054
Daniel Valdez,Hornet,4,ME,19296
Daniel Valdez,Datsun,,ME,15964
Catherine Mckenzie,Volvo,142E,NY,18956
Timothy Thompson,Maserati,Bora,NH,16164
Shaun Howard,Porsche,914-2,CT,15711
Jennifer Schroeder,Hornet,4,MA,15837
Jacqueline Montes,Ford,Pantera,NY,11763
Brittany Dunn,Fiat,X1-9,NH,16585
Jamie Lewis,Ford,Pantera,VT,17817
Joe Wilson,Toyota,Corona,NJ,8967
Hayley Murray,Ferrari,Dino,PA,19552
Anthony Stevens,Ford,Pantera,NJ,8147
Anthony Stevens,Honda,Civic,NJ,8006
Anthony Stevens,Volvo,142E,NJ,13435
Sarah Herrera,Ford,Pantera,CT,17683
Nicholas Richards,Dodge,Challenger,PA,10825
Stephen Kaiser,Fiat,X1-9,MA,11068
Michael Fletcher,Ford,Pantera,PA,13558
Johnny Stout,Ferrari,Dino,MA,11867
David Conway,Dodge,Challenger,NY,17143
Diane Baker,Volvo,142E,NY,16698
Matthew Murphy,Porsche,914-2,MA,17983
Mark Wilkins,Duster,360,NY,18240
Kimberly Fleming,Maserati,Bora,NJ,14967
Amy Porter,Cadillac,Fleetwood,NY,11463
Karen Hall,Porsche,914-2,MA,14248
Fernando Arnold,Duster,360,VT,16861
Fernando Arnold,Toyota,Corolla,VT,16083
Shannon Price,Toyota,Corona,NY,15821
Marissa Montgomery,Lotus,Europa,NJ,9867
Jason Allen,Camaro,Z28,NY,19695
Jonathan Harvey,Lotus,Europa,NY,13387
Jonathan Harvey,Mazda,RX4,NY,8438
Eric Phelps,Dodge,Challenger,NY,14857
Melvin Hamilton,AMC,Javelin,NY,17059
David Jimenez,Toyota,Corolla,NY,8795
Lydia Howell,Maserati,Bora,NY,17331
Lydia Howell,Lincoln,Continental,NY,12720
Anthony Smith,Honda,Civic,NY,18944
Anthony Smith,Maserati,Bora,NY,12827
Edward Cervantes,Ferrari,Dino,VT,18780
Chase Williams,Maserati,Bora,PA,12117
Daniel Davis,Chrysler,Imperial,NY,11920
John Turner,AMC,Javelin,MA,18945
Timothy Wilson,Pontiac,Firebird,NJ,10666
Matthew Miller,AMC,Javelin,MA,15820
Mike Baxter,Honda,Civic,NJ,15906
Mike Baxter,Cadillac,Fleetwood,NJ,10716
Edward Peck,AMC,Javelin,RI,18386
Stephanie Conner,Camaro,Z28,NY,8028
Stephanie West,Porsche,914-2,MA,13382
Jacob Jones,Lincoln,Continental,MA,12819
Jacob Jones,Ford,Pantera,MA,14999
Christopher Black,Camaro,Z28,NY,17543
Benjamin Harris,Fiat,128,CT,12068
Lindsay Marshall,Ford,Pantera,NY,13365
Bonnie Harrison,Datsun,710,VT,16864
Samuel Stafford,Maserati,Bora,PA,15272
Matthew Mckinney,Lotus,Europa,NY,11607
Matthew Mckinney,Honda,Civic,NY,8836
Rodney Shaw,Datsun,710,PA,8016
Thomas Holland,Hornet,4,NH,9881
Tabitha White,Hornet,4,MA,15415
David Lambert,Toyota,Corolla,NY,14056
David Lambert,Merc,230,NY,16831
Judith Johnson,Volvo,142E,PA,16497
Carol Chavez,Lotus,Europa,PA,18695
Carol Chavez,Ford,Pantera,PA,19719
Tara Moreno,Ferrari,Dino,PA,11572
Christine Cannon,Dodge,Challenger,ME,18776
Susan Villarreal,Chrysler,,PA,15381
Javier Forbes,Chrysler,Imperial,NJ,15687
Javier Forbes,Duster,360,NJ,19592
Sarah Delgado,Honda,Civic,PA,17249
Sarah Delgado,Merc,450SL,PA,8434
Ann Bailey,Pontiac,Firebird,NH,12063
Leah Smith,Toyota,Corolla,MA,9934
Leah Smith,Lotus,Europa,MA,15048
Patrick White,Camaro,Z28,MA,9489
Richard Rangel,Hornet,4,NJ,19126
Michael Burns,Cadillac,Fleetwood,PA,18963
Jon Orozco,Maserati,Bora,NJ,14550
Jon Orozco,Ford,Pantera,NJ,9813
Noah Fry,Maserati,Bora,NY,17767
Noah Fry,Toyota,Corona,NY,16392
Jennifer White,AMC,Javelin,NY,11289
Diane Williams,Honda,Civic,PA,11506
Madison Davis,Pontiac,Firebird,NJ,19081
Jack Gomez,Chrysler,Imperial,NJ,17638
Edward Mitchell,Pontiac,Firebird,NJ,10957
John Williams,Pontiac,Firebird,ME,11722
James Miranda,Fiat,X1-9,NJ,14652
Amber Knox,Ferrari,Dino,VT,13449
Amber Knox,Ferrari,Dino,VT,13684
Amber Knox,Ford,Pantera,VT,12726
Matthew Craig,Cadillac,Fleetwood,RI,13537
Nicholas Robinson,Duster,360,RI,13063
Melanie Duncan,Fiat,128,PA,9090
Morgan Williams,Toyota,Corona,MA,9677
Morgan Williams,Pontiac,Firebird,MA,13079
Chase Frank,Lincoln,Continental,NY,11034
Chase Frank,Mazda,RX4b,NY,16441
Jimmy Brown,Datsun,710,VT,11167
Jessica Smith,Maserati,Bora,NJ,11880
Jessica Smith,Hornet,Sportabout,NJ,10286
Larry Campbell,Mazda,RX4b,PA,14842
Connie Martin,Lincoln,Continental,MA,14594
Rebekah Barnes,Ferrari,Dino,MA,19207
Carl Valdez,Lotus,Europa,NH,11317
Carl Valdez,Hornet,4,NH,10067
Sandy Rodriguez,Datsun,710,MA,14842
Samantha Franco,Cadillac,Fleetwood,NJ,13990
Anita Eaton,Fiat,X1-9,RI,15525
Dawn Smith,Porsche,914-2,NY,10749
Dawn Smith,AMC,Javelin,NY,11117
Wendy Scott,Lotus,Europa,PA,8387
Reginald Walsh,Pontiac,Firebird,VT,16833
Samantha Clark,Lotus,Europa,MA,13882
Samantha Clark,Porsche,914-2,MA,18223
Glenn Morris,Maserati,Bora,PA,18140
Cheryl Jones,Lotus,Europa,VT,19645
Angela Evans,Honda,Civic,NH,14728
Paul Bradford,Porsche,914-2,NJ,8206
Connie Black,Duster,360,CT,9260
Brandi Moreno,Ferrari,Dino,MA,13592
Amanda Gibson,Ferrari,Dino,ME,8302
Penny Patton,Ferrari,Dino,MA,10089
Caitlyn Carter,Volvo,142E,ME,13835
Nicholas Villanueva,Hornet,Sportabout,NY,14332
Sandra Black,Merc,450SE,NH,18108
Barbara Myers,Ford,Pantera,RI,19784
Barbara Myers,Ford,Pantera,RI,11616
Michael Valenzuela,Maserati,Bora,PA,19270
Patrick Riggs,Duster,360,PA,8285
Patrick Riggs,Mazda,RX4b,PA,10009
Patrick Riggs,Fiat,X1-9,PA,10696
Kristina Mccarthy,AMC,Javelin,PA,16642
Kelly Shaw,Datsun,710,NJ,16614
Richard Sullivan,Cadillac,Fleetwood,NJ,18047
Benjamin Lambert,Duster,360,CT,14855
Laurie Wright,Lincoln,Continental,PA,15446
Trevor Peck,Cadillac,Fleetwood,NY,12083
Danny Copeland,Camaro,Z28,NJ,19396
Aaron Shaw,Datsun,710,NJ,16130
Aaron Shaw,Honda,Civic,NJ,16588
George Gould,Maserati,Bora,PA,18999
Maria Scott,Ferrari,Dino,NY,10728
Robert Wong,Maserati,Bora,NY,15031
Aaron Ortiz,Toyota,Corolla,MA,8864
Shannon Rivera,Mazda,RX4b,CT,17531
Joseph Rodriguez,AMC,Javelin,PA,12950
Erica Bradley,Mazda,RX4,MA,18717
David Hess,Cadillac,Fleetwood,NY,9554
Michele Johnson,Dodge,Challenger,MA,11469
Chloe Vaughan,Lotus,Europa,NY,16603
Kyle Weaver,Ferrari,Dino,NY,17280
William Nguyen,Lotus,Europa,MA,19134
Ricky Wilson,Honda,Civic,NY,13337
Rebecca Christian,Toyota,Corona,PA,15670
Rebecca Christian,Dodge,Challenger,PA,10997
Meghan Reynolds,Honda,Civic,PA,13544
Brandon Joyce,Porsche,,MA,19855
Angel Reyes,Pontiac,Firebird,NY,11226
Melanie Donovan,Pontiac,Firebird,RI,17299
April Lucas,Mazda,RX4b,NH,16120
Lee Donovan,Hornet,Sportabout,VT,8878
Andrew Delgado,Mazda,,MA,17642
Kristin Hill,Camaro,Z28,VT,12939
Joseph Holmes,Lincoln,Continental,NJ,18173
Joseph Holmes,Pontiac,Firebird,NJ,11371
Bryan Charles,Hornet,Sportabout,NY,8526
Clayton Vega,Ferrari,Dino,CT,15934
Cynthia Schroeder,Lotus,Europa,NH,13923
Mary Perry,Datsun,710,NJ,16492
Barbara Bond,Datsun,710,CT,15904
Amanda Torres,Porsche,914-2,ME,11115
Kevin Tucker,Fiat,128,NY,8331
Kenneth Moody,Cadillac,Fleetwood,NJ,14789
Kenneth Moody,Merc,280C,NJ,19832
Sharon Daniels,Pontiac,Firebird,ME,17762
Kari Jones,Maserati,Bora,PA,12316
Frances Olson,Dodge,Challenger,NJ,16154
Alexander Carroll,Volvo,142E,NY,14861
Aaron Burch,AMC,Javelin,MA,13227
Donna James,Ferrari,Dino,MA,12843
Katherine Mckinney,Lotus,Europa,PA,8522
Danielle Robinson,Ford,Pantera,NY,18206
Danielle Robinson,Honda,Civic,NY,10942
Sara Patel,Maserati,Bora,NJ,9868
Mitchell Lyons,Duster,360,PA,12261
Becky Gonzalez,Mazda,RX4,CT,12892
Adam Stewart,AMC,Javelin,NY,14801
Cheryl Malone,Ford,Pantera,ME,17281
Timothy Burch,Ferrari,Dino,VT,13759
Laura Kelley,Toyota,Corolla,NY,13502
Melissa Soto,AMC,Javelin,VT,9953
Steven Brown,Mazda,RX4b,RI,14304
Steven Brown,Cadillac,Fleetwood,RI,10610
Amy Willis,Dodge,Challenger,NJ,8607
Jasmine Daniel,Lotus,Europa,MA,12411
Cody Craig,Pontiac,Firebird,CT,16471
William Sutton,Lotus,Europa,CT,12527
Michelle Jackson,Chrysler,Imperial,NY,18507
Carol Montoya,Fiat,128,CT,18962
Kathryn Vaughn,Maserati,Bora,MA,10712
Abigail Smith,Fiat,X1-9,PA,12060
Barbara Herring,Pontiac,Firebird,CT,14897
Selena Lawson,Pontiac,Firebird,PA,13626
Matthew Lopez,Maserati,Bora,PA,17581
Jennifer Wang,Toyota,Corolla,NY,14011
Taylor Smith,Datsun,710,CT,15166
Taylor Smith,Honda,Civic,CT,10196
Michael Rice,Hornet,Sportabout,NY,19074
Sharon Johnson,Merc,450SL,CT,18840
Christopher Fox,Ford,Pantera,NJ,13971
David Wise,Lincoln,Continental,MA,18490
Hannah Cole,Mazda,RX4,NY,11385
Joe Davis,Ferrari,Dino,NJ,11580
Victor Smith,Fiat,128,VT,9957
Earl Hines,Hornet,Sportabout,CT,18388
Earl Hines,Lincoln,Continental,CT,13966
Derek Gay,Camaro,Z28,NH,8883
Michelle Garcia,Cadillac,Fleetwood,RI,12846
Michelle Garcia,Camaro,Z28,RI,18690
Louis Anderson,Porsche,914-2,NY,12893
Melissa Roberts,AMC,Javelin,PA,19726
Timothy Anderson,Pontiac,Firebird,CT,17038
Eric Lopez,AMC,Javelin,NH,15384
Michael Davis,Fiat,X1-9,NJ,18598
Ronald Wilson,Duster,360,CT,12199
Ronald Wilson,Lincoln,Continental,CT,14694
Troy Scott,Lotus,Europa,PA,12813
Troy Scott,Pontiac,Firebird,PA,15021
Michael Sanders,Ford,Pantera,NY,13329
Mary Gray,Volvo,142E,PA,13202
David Peterson,Dodge,Challenger,VT,17525
Leonard Long,Lincoln,Continental,ME,9544
Shelia Cordova,Volvo,142E,MA,10009
Melinda Davidson,Chrysler,Imperial,NY,13708
Tina Kelly,Mazda,RX4b,NY,18782
Tina Kelly,Lotus,Europa,NY,19787
Jason Rodriguez,Duster,360,CT,14359
Eric Roach,Mazda,RX4b,CT,12349
James Ramirez,Dodge,Challenger,CT,19773
Annette Lane,Porsche,914-2,MA,8350
Annette Lane,Camaro,Z28,MA,12929
Amber Riley,Honda,Civic,NY,17165
Emily Ortiz,Camaro,Z28,VT,11437
Alex Leonard,Honda,Civic,NJ,13718
Gerald Rogers,Volvo,142E,PA,19508
David Underwood,Porsche,,CT,9603
David Underwood,Merc,450SE,CT,11895
Katelyn Wilson,Ferrari,Dino,MA,12631
Donald Ellis,Mazda,RX4b,NJ,18616
Natalie Murray,Hornet,Sportabout,MA,19773
Natalie Murray,Duster,360,MA,13576
Jeanette Oliver,Merc,240D,NY,17335
Jeanette Oliver,Porsche,914-2,NY,19760
Joshua Hernandez,Lincoln,Continental,MA,16041
Joshua Hernandez,Duster,360,MA,13689
Kim Sanders,Datsun,710,ME,17631
Bryan Kim,Lincoln,Continental,VT,9107
Bryan Kim,Lotus,Europa,VT,10927
Benjamin Daugherty,Cadillac,Fleetwood,NH,16271
Holly Stewart,Volvo,142E,NJ,15652
Misty Mcdowell,Ford,Pantera,NY,14149
Christopher Smith,AMC,Javelin,NY,12436
Richard Acosta,Toyota,Corolla,VT,18431
Jose Sparks,Cadillac,Fleetwood,MA,9335
Jose Sparks,Cadillac,Fleetwood,MA,14356
Nicholas Hoover,Fiat,X1-9,NJ,16183
Mark Allen,Datsun,710,MA,9688
Christopher Reyes,Ferrari,Dino,NY,18650
Sean Wilcox,Fiat,128,PA,11270
Kylie Hancock,Maserati,Bora,PA,10103
Linda Perez,Hornet,4,RI,15748
Brian Wiley,Volvo,142E,VT,13471
Karl Smith,Lincoln,Continental,ME,16695
Jonathan Thomas,Mazda,RX4,NY,13920
Aaron Hernandez,Maserati,Bora,VT,15927
Aaron Hernandez,Maserati,Bora,VT,18855
Christopher Lewis,AMC,Javelin,CT,17224
Ashley Lang,Toyota,Corolla,PA,18725
Ashley Lang,Volvo,142E,PA,19953
Jessica Kelly,Merc,450SL,CT,13903
Jessica Kelly,Chrysler,Imperial,CT,17798
William Jackson,Pontiac,Firebird,VT,17839
William Jackson,Honda,Civic,VT,10363
Joseph Smith,Volvo,142E,VT,11775
Joseph Smith,Lincoln,Continental,VT,11646
Tamara Silva,Honda,Civic,NY,17087
Jimmy Richards,Merc,280C,CT,10102
Matthew Willis,Lotus,Europa,MA,13180
Brian Kennedy,Maserati,Bora,ME,9473
Rick Espinoza,Dodge,Challenger,ME,18983
Brandon Buck,Ford,Pantera,NY,8967
Ruth Conley,Honda,Civic,MA,8258
Robert Hernandez,Maserati,Bora,VT,12781
Darryl Sawyer,Lincoln,Continental,MA,13817
Christian Ford,Volvo,142E,CT,15296
Nathan Harris,Volvo,142E,NY,15532
Brandon Liu,Ferrari,Dino,NY,18532
Jennifer Howard,Hornet,Sportabout,CT,17191
Susan Chambers,Fiat,128,PA,15616
Susan Chambers,Volvo,142E,PA,17918
Erik Cummings,Mazda,RX4b,CT,13683
Pamela Singleton,Datsun,710,NY,8265
Jacob Bird,Mazda,RX4,NY,15485
Aaron Wilson,AMC,Javelin,NH,12929
Carla Buckley,Datsun,710,PA,14551
Melissa Thomas,Ferrari,,NY,16653
Denise Ward,Maserati,Bora,NJ,10464
Christopher Le,Merc,450SLC,NY,13511
Jacob Cook,Duster,360,MA,14618
Patricia Boyd,Camaro,Z28,PA,12696
Michele Thompson,Merc,280C,NJ,18803
Travis Hammond,Porsche,914-2,MA,19070
Tony Jones,Merc,450SE,NY,16823
Tony Jones,Toyota,Corolla,NY,14061
Jay Woods,Toyota,Corona,NY,18305
Mark Sandoval,Maserati,Bora,CT,8605
Bradley Franco,Porsche,914-2,NY,12369
Marcus Hill,Datsun,710,NY,12768
Julia Harrington,Duster,360,ME,9600
Morgan Yoder,Mazda,RX4b,NY,18469
Morgan Yoder,Maserati,Bora,NY,11767
Nicole Taylor,Datsun,710,PA,19750
Kimberly Bernard,Chrysler,Imperial,NY,12175
Carly Frazier,Lincoln,Continental,NJ,13569
Sandra Cook,Duster,360,MA,12612
Dana Garrett,Cadillac,Fleetwood,PA,12137
Gwendolyn Pierce,Toyota,Corolla,NY,19736
Amy Keller,Lincoln,Continental,RI,13679
Eduardo Taylor,Ferrari,Dino,MA,17156
Jerry Schmidt,Toyota,Corolla,NY,14476
Jenny Franco,Datsun,710,CT,19630
Deanna Rodgers,Ferrari,Dino,MA,19478
Adam Suarez,AMC,Javelin,NJ,15622
Tiffany Wells,Cadillac,Fleetwood,CT,13834
Veronica Wright,Maserati,Bora,PA,14854
Nathan Mcdonald,AMC,Javelin,NY,10718
Jessica Brooks,Ford,Pantera,NJ,14097
Jessica Brooks,Camaro,Z28,NJ,10449
Joshua Olson,Ferrari,Dino,ME,10365
Edward Edwards,Ford,Pantera,CT,12381
Edward Edwards,Datsun,710,CT,19212
Debbie Wood,Duster,360,CT,10794
Ronnie Freeman,AMC,Javelin,ME,14315
Paul Simpson,Camaro,Z28,NY,14033
Paul Simpson,Porsche,914-2,NY,19383
Jeffrey Grant,Hornet,Sportabout,NY,8744
Jeffrey Grant,Fiat,128,NY,15991
Jeffrey Grant,Toyota,Corolla,NY,12527
Dawn Graham,Hornet,Sportabout,NY,16373
Dawn Graham,Lincoln,Continental,NY,10037
Brian Russell,Camaro,Z28,NH,17187
Brian Russell,Mazda,RX4,NH,9550
Eric Butler,Pontiac,Firebird,NJ,13425
Robin Reed,AMC,Javelin,PA,15664
Kimberly Butler,Lotus,Europa,MA,9113
Regina Schmidt,Honda,Civic,CT,13050
Alexis Garza,Duster,360,NJ,12830
Alexis Garza,Camaro,Z28,NJ,17261
Alexis Garza,Volvo,142E,NJ,16068
Ann Porter,Honda,Civic,NY,12749
Gina Rogers,Porsche,914-2,CT,16784
Richard Franco,Merc,450SL,ME,13775
Richard Franco,Merc,280C,ME,10013
Brenda Morales,AMC,Javelin,MA,10792
Brenda Morales,Lincoln,Continental,MA,11643
Juan Keller,Hornet,Sportabout,CT,19379
Michelle Montgomery,Merc,280C,MA,16969
Louis Martinez,Fiat,128,MA,14702
Cameron Wright,Camaro,Z28,NH,19669
Richard Ramsey,Ford,Pantera,ME,14066
Peter Poole,Ford,Pantera,RI,13692
Shawn Rivera,Pontiac,Firebird,NJ,16172
Shawn Rivera,Merc,280,NJ,14130
Thomas Wilson,Porsche,914-2,CT,18554
Michelle Mack,Pontiac,Firebird,NY,9362
Michelle Mack,Ford,Pantera,NY,13931
Angela Stein,Chrysler,Imperial,CT,17457
Justin Smith,Toyota,Corona,CT,12346
Ricky Mueller,Honda,Civic,ME,14242
Ricky Mueller,Merc,450SLC,ME,15715
Craig Todd,Ford,,ME,12747
Craig Todd,Cadillac,Fleetwood,ME,15381
Faith Jones,Porsche,914-2,NJ,8396
Katie Daniel,Honda,Civic,NY,13985
Jennifer Stone,Pontiac,Firebird,NJ,17394
Casey Mcdonald,Cadillac,Fleetwood,NY,15940
Christina Scott,Pontiac,Firebird,NH,8213
Christine Phillips,Ferrari,Dino,NY,11470
Anna Jones,Porsche,914-2,NJ,16373
Anna Jones,Toyota,Corona,NJ,15368
Christopher Franklin,Maserati,Bora,VT,15073
Courtney Henderson,Ferrari,Dino,NJ,19383
Elizabeth Howard,Mazda,RX4,MA,11257
Desiree York,Lincoln,Continental,NJ,11768
Kimberly Blackwell,Ford,Pantera,ME,14621
Ashley Berger,Cadillac,Fleetwood,NY,8450
Ashley Berger,Chrysler,Imperial,NY,15545
Janet Schneider,Porsche,914-2,NY,9781
Nancy Ryan,Cadillac,Fleetwood,CT,10565
Nicholas Evans,Lincoln,Continental,ME,16273
Deanna Browning,Datsun,710,MA,15452
Travis Snow,Fiat,X1-9,MA,15659
Teresa Sanchez,Porsche,914-2,NY,8068
Patricia Johnson,Ferrari,Dino,NJ,17901
Patricia Johnson,Porsche,914-2,NJ,9992
James Washington,Duster,360,NY,14364
James Washington,Fiat,X1-9,NY,11198
Jack Raymond,Datsun,710,ME,15817
David Vance,Honda,Civic,NJ,15849
David Vance,Chrysler,Imperial,NJ,9059
Angela Ramos,Lincoln,Continental,PA,11421
Amanda Stephens,Mazda,RX4,MA,10942
Amy Gross,Cadillac,Fleetwood,NY,10319
Alicia Watson,Camaro,Z28,PA,14717
Jeff Edwards,Fiat,X1-9,CT,12637
Dawn Martin,Hornet,Sportabout,MA,19847
Katrina Harper,Camaro,Z28,NJ,12894
Michael Lang,Camaro,Z28,MA,13746
Michael Lang,Cadillac,Fleetwood,MA,10574
Christian Malone,Lotus,Europa,MA,15679
Travis Monroe,Lotus,Europa,MA,12393
David Moore,Maserati,Bora,CT,9860
Michael Sutton,Honda,Civic,NY,13106
Michael Sutton,Volvo,,NY,11486
Roger Parrish,Datsun,710,PA,18737
Jennifer Nunez,Lotus,Europa,NY,15149
Rachel Wallace,Maserati,Bora,NJ,15381
Joshua Knight,Fiat,128,VT,18340
George Goodwin,Mazda,RX4,NJ,14963
Deanna Jones,Lotus,,VT,15379
Madeline Reid,Ferrari,Dino,VT,16024
Madeline Reid,Porsche,914-2,VT,16328
Brian Zimmerman,Mazda,RX4b,NY,11587
Michael Davis,Fiat,128,NJ,16857
Christopher Alvarez,Fiat,128,PA,19063
Luis Beasley,Maserati,Bora,RI,11567
Luis Beasley,Hornet,Sportabout,RI,15815
Amy Jimenez,Honda,Civic,NJ,10808
Suzanne Church,Ferrari,Dino,NY,16733
Julie Hayes,Porsche,914-2,MA,12428
Alyssa Ellis,Honda,Civic,PA,9011
Alyssa Ellis,Lincoln,Continental,PA,15218
Alyssa Ellis,Fiat,128,PA,15299
Alexandra Miller,Chrysler,Imperial,NJ,15032
Connor Madden,Fiat,X1-9,MA,12037
Lauren Bender,Mazda,RX4,VT,11548
Destiny Parsons,Porsche,914-2,CT,16517
Nicole Page,Duster,360,NY,19390
Richard Atkins,Datsun,710,NJ,17996
